,userID,itemID,timestamp,rating
0,8362078,1,1533944984,1
1,9694304,2,1533340507,1
2,101887,3,1535358686,1
3,8131786,3,1535695219,1
4,9778613,5,1534831316,1
5,9643757,6,1535354443,1
6,9690404,6,1535454940,1
7,11778628,6,1535664377,1
8,12092637,6,1535073250,1
9,288460,6,1535722885,1
10,341958,6,1535730130,1
11,12364878,6,1534210891,1
12,12849617,6,1533787836,1
13,12510531,6,1535452531,1
14,12370454,6,1535572903,1
15,12364878,6,1534803494,1
16,770888,6,1535758434,1
17,1283638,6,1535615653,1
18,1414217,6,1533314657,1
19,1159993,6,1534340572,1
20,1252469,6,1533921769,1
21,1462199,6,1535354983,1
22,1637476,6,1534383151,1
23,2099248,6,1535675944,1
24,1610005,6,1535374101,1
25,2328504,6,1535427622,1
26,2464337,6,1533261469,1
27,2507353,6,1533984716,1
28,3013925,6,1535424189,1
29,2892674,6,1535330016,1
30,3302210,6,1535427714,1
31,3052032,6,1535445250,1
32,3107167,6,1535410769,1
33,3016364,6,1533651159,1
34,8411231,6,1535234025,1
35,8470042,6,1535755621,1
36,7967499,6,1533399246,1
37,8042811,6,1534549011,1
38,8259434,6,1535329235,1
39,8515986,6,1533810542,1
40,8780490,6,1535722292,1
41,8790518,6,1535462305,1
42,8958293,6,1535507469,1
43,9263259,6,1535737956,1
44,6925049,6,1535757981,1
45,6640620,6,1535197117,1
46,6649365,6,1535748316,1
47,6876009,6,1534675223,1
48,7682476,6,1533550702,1
49,7806650,6,1535464548,1
50,7666346,6,1533630535,1
51,3671822,6,1535375715,1
52,3704973,6,1533276469,1
53,3636357,6,1535355615,1
54,4202462,6,1534477773,1
55,4168320,6,1535369827,1
56,4265403,6,1533303206,1
57,4283013,6,1533455558,1
58,4345336,6,1533421396,1
59,4629209,6,1535595748,1
60,4534663,6,1535457251,1
61,4962586,6,1535355143,1
62,5272286,6,1533733255,1
63,5324248,6,1535535222,1
64,5532757,6,1535338816,1
65,6448016,6,1535067624,1
66,6011454,6,1535122466,1
67,5880383,6,1535749523,1
68,6099423,6,1534402107,1
69,6217892,6,1535631423,1
70,7486349,72,1534189769,1
71,2487054,73,1534440870,1
72,4394607,74,1535516971,1
73,6759510,75,1533334343,1
74,8670645,75,1533616700,1
75,3506137,75,1535024421,1
76,12379509,75,1534425011,1
77,9497048,81,1535463102,1
78,3073546,82,1533601617,1
79,988269,83,1533522058,1
80,8478989,84,1534732695,1
81,500757,85,1535373814,1
82,500757,86,1535373814,1
83,500757,87,1535373814,1
84,2111,88,1535502396,1
85,5311338,89,1533546242,1
86,11125398,90,1533385486,1
87,500757,91,1535373814,1
88,2111,92,1535502396,1
89,7370602,93,1534918063,1
90,6287496,94,1534833770,1
91,4959018,95,1533372455,1
92,7341005,96,1533522990,1
93,5221909,97,1533640238,1
94,5221909,98,1533640238,1
95,12294378,99,1534249932,1
96,9351778,100,1534673312,1
97,12470570,101,1535572784,1
98,11468476,102,1535727539,1
99,5335727,103,1534213035,1
100,6182731,104,1533879848,1
101,9286376,106,1535247803,1
102,8900982,106,1535431716,1
103,1604978,108,1533701509,1
104,261273,109,1534834611,1
105,12415429,110,1535355375,1
106,3446919,110,1534130982,1
107,8288384,110,1533712817,1
108,6304616,110,1535607262,1
109,4704770,110,1534146394,1
110,5046723,110,1533597548,1
111,3757115,110,1535672412,1
112,4540436,117,1533619712,1
113,6446543,117,1535341308,1
114,5717510,117,1534934754,1
115,8918581,117,1535540747,1
116,7075383,117,1533976655,1
117,3207029,117,1533969353,1
118,3535998,117,1534571529,1
119,10262550,117,1535408438,1
120,148695,127,1535101272,1
121,2186736,129,1533336635,1
122,880588,130,1535641469,1
123,11542582,131,1535366217,1
124,374380,132,1535448474,1
125,10319463,133,1535409945,1
126,12534101,134,1535363726,1
127,1315348,134,1533801360,1
128,4625306,134,1533524525,1
129,4150575,134,1533290936,1
130,2949661,138,1535698387,1
131,10262297,138,1535412556,1
132,4405953,140,1534502772,1
133,1115623,141,1533310020,1
134,2138825,142,1535180907,1
135,8037477,143,1533988861,1
136,5061460,144,1534656126,1
137,1155127,145,1535717729,1
138,2060491,146,1535712894,1
139,835837,147,1533468189,1
140,10526585,147,1535626422,1
141,10752742,149,1533560167,1
142,4197560,149,1533689211,1
143,4618746,151,1535328592,1
144,2202886,152,1534674580,1
145,618444,153,1534292138,1
146,925724,154,1534733263,1
147,9282339,154,1535330775,1
148,8210630,156,1535081693,1
149,2060491,157,1534768458,1
150,9480628,158,1534559581,1
151,7858837,159,1535718254,1
152,231545,160,1534411838,1
153,12745209,160,1535547536,1
154,2075805,164,1534566109,1
155,80103,165,1533316349,1
156,5153344,167,1534971041,1
157,4171593,168,1534121073,1
158,8919076,169,1535345117,1
159,2938949,170,1534635072,1
160,4959018,171,1533372455,1
161,12353069,172,1534088312,1
162,3023147,173,1535713237,1
163,773673,174,1534506176,1
164,10166420,175,1534340791,1
165,10509565,176,1533771628,1
166,10018956,176,1535595490,1
167,12224603,176,1533693641,1
168,3087998,176,1534294197,1
169,8694031,176,1534460734,1
170,7769829,176,1534611169,1
171,2230893,182,1534221119,1
172,603890,182,1535432245,1
173,3147568,184,1533998200,1
174,6761009,185,1533281851,1
175,5855305,186,1533765903,1
176,7160132,187,1535714657,1
177,1779714,188,1533535926,1
178,1344526,189,1534259555,1
179,1344526,189,1533653188,1
180,2206992,189,1534724078,1
181,2899219,192,1533246597,1
182,3346747,193,1533452781,1
183,6677290,194,1533620632,1
184,7770293,195,1534985038,1
185,10442562,195,1534734195,1
186,12489036,197,1535620703,1
187,8970782,197,1534342823,1
188,75151,199,1533357576,1
189,11644331,200,1535454055,1
190,754778,200,1535387670,1
191,8113392,200,1534165960,1
192,8665597,200,1534474386,1
193,7324608,200,1535433811,1
194,4310990,205,1534722155,1
195,1979825,205,1534163676,1
196,8492966,207,1533355308,1
197,8611916,208,1533357731,1
198,9210681,208,1534317159,1
199,6658907,208,1534206522,1
200,4321671,208,1533793202,1
201,4174381,208,1534646992,1
202,5151092,208,1533845399,1
203,5314393,208,1533984132,1
204,1864079,208,1533214288,1
205,1362849,208,1533210935,1
206,3420731,208,1534932280,1
207,11986432,208,1535585634,1
208,10406063,208,1533205274,1
209,9949478,208,1533585887,1
210,4926215,221,1533389278,1
211,5850527,222,1533173351,1
212,7525245,224,1533644891,1
213,8920909,225,1535333181,1
214,6026416,225,1534385938,1
215,4289408,225,1535353708,1
216,2921996,225,1534399504,1
217,9574070,225,1534194078,1
218,10675143,225,1535185463,1
219,10046647,231,1535372400,1
220,3734631,232,1534461492,1
221,2018916,233,1534902817,1
222,1836096,234,1535543972,1
223,1290685,234,1533818126,1
224,1180465,234,1534007146,1
225,2432296,234,1533431971,1
226,12048199,234,1533618619,1
227,12048199,234,1533767897,1
228,279567,234,1534210723,1
229,12710053,234,1535186314,1
230,12710053,234,1533514942,1
231,4084159,234,1533181864,1
232,4779253,234,1535474931,1
233,6369124,234,1534506496,1
234,5183456,234,1534361931,1
235,8736140,234,1533970941,1
236,7463194,234,1533684416,1
237,7003598,234,1533298599,1
238,6235414,252,1533566411,1
239,12362216,253,1535171525,1
240,12362216,253,1535358952,1
241,8859414,255,1534397114,1
242,6287496,256,1534833201,1
243,4124152,256,1534330502,1
244,9578234,256,1535088681,1
245,1237538,259,1533533961,1
246,7105110,260,1535332443,1
247,6628756,260,1535724852,1
248,484893,262,1534333173,1
249,4675825,263,1535692704,1
250,4818153,263,1535516971,1
251,4870421,265,1535714502,1
252,5938045,266,1535107539,1
253,1141700,267,1535378685,1
254,12108784,268,1533204163,1
255,7096454,269,1533297712,1
256,8402411,270,1533260635,1
257,10622408,271,1535325728,1
258,579073,271,1533815449,1
259,1130531,271,1535445339,1
260,4286163,274,1533276061,1
261,4286163,275,1533276061,1
262,3716470,276,1534155300,1
263,4260761,276,1534459826,1
264,4137069,276,1535678449,1
265,4549161,276,1535756449,1
266,6406900,276,1535287445,1
267,6400650,276,1534841167,1
268,6353243,276,1535685193,1
269,8255360,276,1535724215,1
270,8178780,276,1534463195,1
271,9141119,276,1534334953,1
272,9027349,276,1534227058,1
273,6683801,276,1535695010,1
274,7923343,276,1535334125,1
275,7567945,276,1535167868,1
276,7256846,276,1535339231,1
277,900334,276,1535713270,1
278,1699481,276,1533264890,1
279,1679484,276,1535618019,1
280,1545051,276,1534143480,1
281,1563502,276,1533339924,1
282,1673534,276,1535089021,1
283,2177679,276,1535510652,1
284,2666366,276,1534251694,1
285,2186012,276,1534905172,1
286,3033188,276,1534234909,1
287,2950312,276,1534416116,1
288,125789,276,1535346405,1
289,201468,276,1533449464,1
290,12259495,276,1534304115,1
291,12697565,276,1535597289,1
292,9608806,276,1535736902,1
293,9581553,276,1534046973,1
294,11534433,276,1535522835,1
295,12123647,276,1535173341,1
296,11040590,276,1534639956,1
297,1563502,312,1533339924,1
298,2050738,313,1535252977,1
299,2078033,313,1534939290,1
300,2970322,313,1534199301,1
301,3372566,313,1533953042,1
302,3567596,313,1535632573,1
303,3488056,313,1533351242,1
304,2968855,313,1533704234,1
305,3312479,313,1534304957,1
306,3372566,313,1533952991,1
307,2298868,313,1534484195,1
308,2813277,313,1535432945,1
309,11480025,313,1535376513,1
310,10816151,313,1534750786,1
311,11120082,313,1535341017,1
312,10816151,313,1533799985,1
313,12178277,313,1535341454,1
314,11583397,313,1535086475,1
315,11734310,313,1535509289,1
316,9494839,313,1533373223,1
317,9494839,313,1533373265,1
318,9494839,313,1533373358,1
319,9974345,313,1535096883,1
320,9494839,313,1533373465,1
321,9494839,313,1533373937,1
322,9494839,313,1535359659,1
323,10575311,313,1535503244,1
324,12581098,313,1534318666,1
325,7567945,313,1535592014,1
326,9036582,313,1534899612,1
327,8657957,313,1535602274,1
328,8574682,313,1535335617,1
